source,target,value
Stanley Kubrick,Shelley Winters,293
Stanley Kubrick,James Mason,294
Stanley Kubrick,James Mason,295
Stanley Kubrick,Lois Maxwell,296
Stanley Kubrick,Lois Maxwell,297
Stephen Chow,Chi Ling Chiu,298
Stephen Chow,Shengyi Huang,299
Stephen Chow,Qiu Yuen,300
Steven Soderbergh,Bernie Mac,301
Steven Soderbergh,Jacob Vargas,302
Steven Soderbergh,Brad Pitt,303
Steven Soderbergh,Michael O'Neill,304
Steven Soderbergh,Elliott Gould,305
Steven Soderbergh,James Lew,306
Steven Spielberg,Tom Hanks,307
Steven Spielberg,Leonardo DiCaprio,308
Steven Spielberg,Jennifer Garner,309
Taylor Hackford,Jesse Borrego,310
Taylor Hackford,Delroy Lindo,311
Taylor Hackford,Raymond Cruz,312
Ted Demme,Ethan Suplee,313
Ted Demme,Johnny Depp,314
Ted Demme,Jordi Mollà,315
Tim Robbins,Celia Weston,316
Tim Robbins,Lois Smith,317
Tim Robbins,Robert Prosky,318
Tom McCarthy,Jamey Sheridan,319
Tom McCarthy,Billy Crudup,320
Tom McCarthy,Brian d'Arcy James,321
Tom Tykwer,Ludger Pistor,322
Tom Tykwer,Moritz Bleibtreu,323
Tom Tykwer,Armin Rohde,324
Tony Kaye,Beverly D'Angelo,325
Tony Kaye,Ethan Suplee,326
Tony Kaye,Stacy Keach,327
Tony Scott,Radha Mitchell,328
Tony Scott,Gary Oldman,329
Tony Scott,Denzel Washington,330
Tony Scott,Brad Pitt,331
Tony Scott,Giancarlo Giannini,332
Tony Scott,Michael Rapaport,333
Troy Duffy,David Della Rocco,334
Troy Duffy,Norman Reedus,335
Troy Duffy,Bob Marley,336
Wes Anderson,Meryl Streep,337
Wes Anderson,Tom Wilkinson,338
Wes Anderson,Bill Murray,339
Wes Anderson,Bill Murray,340
Wes Anderson,Helen McCrory,341
Wes Anderson,F. Murray Abraham,342
William Friedkin,Fernando Rey,343
William Friedkin,Fernando Rey,344
William Friedkin,Roy Scheider,345
William Friedkin,Roy Scheider,346
William Friedkin,Tony Lo Bianco,347
William Friedkin,Tony Lo Bianco,348
