source,target,value
Michel Hazanavicius,Bérénice Bejo,721
Mike Figgis,Nicolas Cage,722
Mike Leigh,Eddie Marsan,723
Mike Leigh,Lesley Manville,724
Mike Newell,Johnny Depp,725
Mike van Diem,Jan Decleir,726
Milos Forman,Jeffrey Jones,727
Milos Forman,Scatman Crothers,728
Mira Nair,Jacinda Barrett,729
Morten Tyldum,Benedict Cumberbatch,730
Morten Tyldum,Aksel Hennie,731
Moustapha Akkad,Oliver Reed,732
Neil Burger,Rufus Sewell,733
Neil Burger,Rufus Sewell,734
Neil Jordan,Brad Pitt,735
Nick Cassavetes,Ryan Gosling,736
Nicolas Winding Refn,Ryan Gosling,737
Niki Caro,Keisha Castle-Hughes,738
Norman Jewison,Denzel Washington,739
Norman Jewison,Topol,740
Oliver Hirschbiegel,Thomas Kretschmann,741
Oliver Stone,Sally Kirkland,742
Oliver Stone,Johnny Depp,743
Orson Welles,Rita Hayworth,744
Paolo Sorrentino,Toni Servillo,745
Paul Greengrass,Tom Hanks,746
Paul Greengrass,Christian Clemenson,747
Paul Greengrass,James Nesbitt,748
Paul Haggis,Don Cheadle,749
Paul Haggis,Don Cheadle,750
Paul McGuigan,Bruce Willis,751
Paul McGuigan,Bruce Willis,752
Paul Thomas Anderson,Patton Oswalt,753
Paul Thomas Anderson,Jim Meskimen,754
Paul Thomas Anderson,Don Cheadle,755
Paul Verhoeven,Michiel Huisman,756
Pedro Almod�var,Carmen Maura,757
Pete Docter,Amy Poehler,758
Peter Berg,Jerry Ferrara,759
Peter H. Hunt,Blythe Danner,760
Peter Jackson,Christopher Lee,761
Peter Jackson,Christopher Lee,762
Peter Weir,Natascha McElhone,763
Peter Weir,Robin Williams,764
Petter Næss,Jørgen Langhelle,765
Philip Kaufman,Dennis Quaid,766
Philip Saville,Henry Ian Cusick,767
Quentin Tarantino,Leonardo DiCaprio,768
Quentin Tarantino,Michael Fassbender,769
Quentin Tarantino,Craig Stark,770
Quentin Tarantino,Vivica A. Fox,771
Quentin Tarantino,Quentin Tarantino,772
Raja Menon,Nimrat Kaur,773
Rajkumar Hirani,Vidya Balan,774
Rakeysh Omprakash Mehra,Anupam Kher,775
Ralph Ziman,Rapulana Seiphemo,776
Richard Attenborough,Candice Bergen,777
Richard Brooks,John Forsythe,778
Richard Brooks,Burl Ives,779
Richard Brooks,Shirley Jones,780
Richard Curtis,Colin Firth,781
Richard Curtis,Tom Hughes,782
Richard Kelly,Jake Gyllenhaal,783
Richard Linklater,Ellar Coltrane,784
Richard Linklater,Seamus Davey-Fitzpatrick,785
Richard Linklater,Hanno Pöschl,786
Richard Linklater,Vernon Dobtcheff,787
Richard Schenkman,William Katt,788
Ridley Scott,Matt Damon,789
Ridley Scott,Djimon Hounsou,790
Ridley Scott,Denzel Washington,791
Ridley Scott,Ioan Gruffudd,792
Ritesh Batra,Nawazuddin Siddiqui,793
Rob Reiner,Tom Cruise,794
Rob Reiner,Bruno Kirby,795
Rob Reiner,Madeline Carroll,796
Rob Reiner,Marshall Bell,797
Robert Mulligan,Robert Duvall,798
Robert Redford,Adam Baldwin,799
Robert Rossen,George C. Scott,800
Robert Wise,Eleanor Parker,801
Robert Zemeckis,Tom Hanks,802
Robert Zemeckis,Tom Hanks,803
Roger Allers,Matthew Broderick,804
Roger Donaldson,Anthony Hopkins,805
Roman Polanski,Emilia Fox,806
Roman Polanski,John Cassavetes,807
Ron Howard,Paddy Considine,808
Ron Howard,Adam Goldberg,809
Ron Howard,Tom Hanks,810
Ron Howard,Chris Hemsworth,811
Ron Howard,Toby Jones,812
Ron Maxwell,Tom Berenger,813
Rupert Wyatt,James Franco,814
Ryan Coogler,Sylvester Stallone,815
S.S. Rajamouli,Tamannaah Bhatia,816
Sadyk Sher-Niyaz,Elina Abai Kyzy,817
Sam Mendes,Tom Hanks,818
Sam Mendes,Kevin Spacey,819
Scott Hicks,Noah Taylor,820
Scott Smith,Eric Mabius,821
Sean Penn,Kristen Stewart,822
Sergio Leone,Robert De Niro,823
Sergio Leone,Clint Eastwood,824
Shane Meadows,Bob Hoskins,825
Shane Meadows,Stephen Graham,826
Shane Meadows,Paddy Considine,827
Sharon Greytak,Sally Kirkland,828
Shona Auerbach,Gerard Butler,829
Sidney Lumet,Charlotte Rampling,830
Sidney Lumet,Robert Duvall,831
Sofia Coppola,Scarlett Johansson,832
Spike Jonze,Scarlett Johansson,833
Spike Jonze,Nicolas Cage,834
Spike Jonze,Willie Garson,835
Spike Lee,Denzel Washington,836
Spike Lee,Denzel Washington,837
Spike Lee,Ruby Dee,838
Spike Lee,Philip Seymour Hoffman,839
Stéphane Aubier,Mackenzie Foy,840
Stanley Kramer,Maximilian Schell,841
Stanley Kubrick,James Mason,842
Stanley Kubrick,Scatman Crothers,843
Stanley Kubrick,Ryan O'Neal,844
Stanley Kubrick,James Mason,845
Stephen Chbosky,Logan Lerman,846
Stephen Daldry,Kate Winslet,847
Stephen Daldry,Meryl Streep,848
Stephen Daldry,Julie Walters,849
Stephen Frears,Keanu Reeves,850
Stephen Frears,Drake Bell,851
Stephen Frears,Keanu Reeves,852
Stephen Frears,Steve Coogan,853
Steve James,William Gates,854
Steve McQueen,Quvenzhané Wallis,855
Steven Soderbergh,Michael O'Neill,856
Steven Spielberg,Ayelet Zurer,857
Steven Spielberg,Tom Hanks,858
Steven Spielberg,Leonardo DiCaprio,859
Steven Spielberg,Tom Hanks,860
Steven Spielberg,Bob Balaban,861
Steven Spielberg,Oprah Winfrey,862
Steven Spielberg,Roy Scheider,863
Sylvain Chomet,Michel Robin,864
Tate Taylor,Emma Stone,865
Taylor Hackford,Bokeem Woodbine,866
Taylor Hackford,Delroy Lindo,867
Ted Demme,Johnny Depp,868
Ted Kotcheff,Sylvester Stallone,869
Ted Kotcheff,Sylvester Stallone,870
Terrence Malick,Nick Stahl,871
Terrence Malick,Sam Shepard,872
Terry George,Don Cheadle,873
Terry Gilliam,Jeff Bridges,874
Terry Gilliam,Johnny Depp,875
Terry Gilliam,Robert De Niro,876
Thea Sharrock,Sam Claflin,877
Thomas Vinterberg,Thomas Bo Larsen,878
Thomas Vinterberg,Ulrich Thomsen,879
Tim Burton,Steve Buscemi,880
Tim Burton,Johnny Depp,881
Tim McCanlies,Haley Joel Osment,882
Tim Robbins,Lois Smith,883
Todd Field,Kate Winslet,884
Todd Solondz,Philip Seymour Hoffman,885
Tom Ford,Colin Firth,886
Tom Hooper,Hugh Jackman,887
Tom Hooper,Colin Firth,888
Tom Hooper,Stephen Graham,889
Tom McCarthy,Billy Crudup,890
Tom McCarthy,Peter Dinklage,891
Tom Tykwer,Moritz Bleibtreu,892
Tony Kaye,Ethan Suplee,893
Tony Scott,Denzel Washington,894
Tony Scott,Brad Pitt,895
Vadim Perelman,Frances Fisher,896
Victor Fleming,Hattie McDaniel,897
Vincent Paronnaud,Catherine Deneuve,898
Walter Salles,Fernanda Montenegro,899
Wes Anderson,Bill Murray,900
Wes Anderson,Bill Murray,901
Wes Anderson,Bruce Willis,902
Wes Anderson,Bill Murray,903
William Friedkin,Roy Scheider,904
William Friedkin,Roy Scheider,905
William Friedkin,Roy Scheider,906
William Wyler,Myrna Loy,907
Wolfgang Becker,Florian Lukas,908
Wolfgang Petersen,Jargen Prochnow,909
Woody Allen,Scarlett Johansson,910
Yash Chopra,Shah Rukh Khan,911
Yimou Zhang,Christian Bale,912
Yimou Zhang,Takeshi Kaneshiro,913
Zach Braff,Armando Riesco,914
Zack Snyder,Matt Frewer,915
Zack Snyder,Gerard Butler,916
Adam McKay,Charlie Talbert,917
Akira Kurosawa,Kamatari Fujiwara,918
Alejandro Amenabar,Tamar Novas,919
Alejandro G. Inarritu,Lukas Haas,920
Alejandro G. Inarritu,Danny Huston,921
Alejandro G. Inarritu,Merritt Wever,922
Alejandro G. Inarritu,Goya Toledo,923
Alex Garland,Corey Johnson,924
Alex Proyas,David Patrick Kelly,925
Alex Proyas,Bruce Spence,926
Alexander Payne,Will Forte,927
Alfonso Cuaron,Amy Warren,928
Alfonso Cuaron,Rita Davies,929
Alfonso Cuaron,Marua Aura,930
Alfred Hitchcock,George Sanders,931
Alice Wu,Jessica Hecht,932
Andrei Tarkovsky,Natalya Bondarchuk,933
Andrew Davis,Sela Ward,934
Andrew Haigh,Vauxhall Jermaine,935
Andrew Niccol,Jared Burke,936
Andrew Niccol,Mason Gamble,937
Andrey Zvyagintsev,Nataliya Vdovina,938
Ang Lee,Tabu,939
Ang Lee,Tom Wilkinson,940
Ang Lee,Sihung Lung,941
Ang Lee,Anne Hathaway,942
Anna Muylaert,Luis Miranda,943
Anthony Powell,Anthony Powell,944
Anthony Vallone,Sara Stepnicka,945
Antoine Fuqua,Tom Berenger,946
Anton Corbijn,Alexandra Maria Lara,947
Ari Folman,Zahava Solomon,948
Asghar Farhadi,Peyman Moaadi,949
Atom Egoyan,Simon Baker,950
Barry Levinson,Beth Grant,951
Baz Luhrmann,Richard Roxburgh,952
Ben Affleck,Tate Donovan,953
Ben Affleck,Owen Burke,954
Bennett Miller,Brad Pitt,955
Bernardo Bertolucci,Victor Wong,956
Bernardo Bertolucci,Dominique Sanda,957
Billy Bob Thornton,J.T. Walsh,958
Billy Wilder,David White,959
Billy Wilder,Frank Faylen,960
Boaz Yakin,Ethan Suplee,961
Bob Fosse,Max Wright,962
Brad Anderson,Reg E. Cathey,963
Brad Bird,M. Emmet Walsh,964
Brian De Palma,Charles Martin Smith,965
Brian De Palma,Mary Elizabeth Mastrantonio,966
Brian Henson,Steve Whitmire,967
Brian Percival,Roger Allam,968
Bruce Beresford,Natalie Coughlin,969
Bryan Singer,Kevin Pollak,970
Cameron Crowe,Michael Angarano,971
Carl Theodor Dreyer,Ejner Federspiel,972
Caroline Link,Matthias Habich,973
Chan-wook Park,Hye-jeong Kang,974
Chan-wook Park,Hye-jeong Kang,975
Charles Binamé,Julie LeBreton,976
Charles Chaplin,Fred Malatesta,977
Christian Carion,Ian Richardson,978
Christophe Barratier,Gérard Jugnot,979
Christopher Nolan,Mackenzie Foy,980
Christopher Nolan,Scarlett Johansson,981
Chuan Lu,Ryu Kohata,982
Clint Eastwood,Colm Feore,983
Clint Eastwood,Tom Guiry,984
Clint Eastwood,Mike Colter,985
Clint Eastwood,Ahney Her,986
Clint Eastwood,Frances Fisher,987
Clint Eastwood,Shidô Nakamura,988
Cristian Mungiu,Alexandru Potocean,989
Curtis Hanson,Paul Guilfoyle,990
D.W. Griffith,Walter Long,991
Damien Chazelle,Chris Mulkey,992
Dan Gilroy,James Huang,993
Danny Boyle,Kate Burton,994
Danny Boyle,Ayush Mahesh Khedekar,995
Danny Boyle,David Schneider,996
Danny Boyle,Ewen Bremner,997
Darren Aronofsky,Mark Margolis,998
Darren Aronofsky,Ajay Naidu,999
Darren Aronofsky,Louise Lasser,1000
David Ayer,Jim Parrack,1001
David Ayer,America Ferrera,1002
David Fincher,Julia Ormond,1003
David Fincher,Joely Richardson,1004
David Fincher,Anthony Edwards,1005
David Fincher,Eugenie Bondurant,1006
David Fincher,Emily Ratajkowski,1007
David Fincher,Charles Martinet,1008
David Fincher,Marcella Lentz-Pope,1009
David Fincher,Reg E. Cathey,1010
David Lean,Jack Hawkins,1011
David Lean,Geraldine Chaplin,1012
David Lean,Jack Hawkins,1013
David Lynch,Laura Harring,1014
David Lynch,Everett McGill,1015
David Lynch,Dexter Fletcher,1016
David O. Russell,Bradley Cooper,1017
David O. Russell,Melissa McMeekin,1018
Deepa Mehta,Eric Peterson,1019
Deepa Mehta,Seema Biswas,1020
Denis Villeneuve,Dylan Minnette,1021
Denis Villeneuve,Daniel Kaluuya,1022
Denis Villeneuve,Ahmad Massad,1023
Dennis Gansel,Jennifer Ulrich,1024
Denys Arcand,Marina Hands,1025
Denzel Washington,John Heard,1026
Don Hall,Abraham Benrubi,1027
Don Siegel,Fred Ward,1028
Duncan Jones,Benedict Wong,1029
Edward Zwick,Chad Lindberg,1030
Edward Zwick,Stephen Collins,1031
Edward Zwick,Matthew Broderick,1032
Edward Zwick,Matthew Broderick,1033
Elia Kazan,Kim Hunter,1034
Elia Kazan,Rod Steiger,1035
Ethan Coen,Bruce Green,1036
Ethan Coen,Barry Corbin,1037
Eugenio Derbez,Hugo Stiglitz,1038
F. Gary Gray,R. Marcos Taylor,1039
Fabián Bielinsky,Leticia Brédice,1040
Fernando Leon de Aranoa,Aida Folch,1041
Fernando Meirelles,Alexandre Rodrigues,1042
Florian Henckel von Donnersmarck,Martina Gedeck,1043
François Girard,Carlo Cecchi,1044
Francis Ford Coppola,Bridget Fonda,1045
Francis Ford Coppola,Robert Duvall,1046
Francis Ford Coppola,Cindy Williams,1047
Frank Capra,Thomas Mitchell,1048
Frank Capra,Lionel Barrymore,1049
Frank Capra,Thomas Mitchell,1050
Frank Darabont,Michael Jeter,1051
Frank Lotito,Tim Guinee,1052
Franklin J. Schaffner,Bill Hickman,1053
Fred Zinnemann,Paul Scofield,1054
Fred Zinnemann,Beatrice Straight,1055
Fred Zinnemann,Deborah Kerr,1056
Fritz Lang,Rudolf Klein-Rogge,1057
Gabriele Muccino,James Karen,1058
Gabriele Muccino,Madison Pettis,1059
Gavin O'Connor,Kevin Dunn,1060
Georg Wilhelm Pabst,Fritz Kortner,1061
George A. Romero,S. William Hinzman,1062
George A. Romero,S. William Hinzman,1063
George Cukor,Theodore Bikel,1064
George P. Cosmatos,Powers Boothe,1065
George Roy Hill,Kenneth Mars,1066
George Roy Hill,Ray Walston,1067
Giuseppe Tornatore,Liya Kebede,1068
Guillermo del Toro,Sergi Lopez,1069
Gus Van Sant,Lucas Grabeel,1070
Gus Van Sant,Minnie Driver,1071
Hideaki Anno,Atsuko Maeda,1072
Hideaki Anno,Atsuko Maeda,1073
Howard Hughes,James Hall,1074
Ingmar Bergman,Erland Josephson,1075
Isabel Coixet,Amanda Plummer,1076
J.A. Bayona,Oaklee Pendergast,1077
Jacques Perrin,Rie Miyazawa,1078
Jaime Zevallos,Michael Elian,1079
James Cameron,Gloria Stuart,1080
James Cameron,Mary Elizabeth Mastrantonio,1081
James Foley,Jude Ciccolella,1082
James Ivory,Ben Chaplin,1083
James Ivory,Simon Callow,1084
James L. Brooks,Shirley Knight,1085
James Mangold,Gretchen Mol,1086
James Mangold,Tyler Hilton,1087
James Marsh,Simon McBurney,1088
James McTeigue,Rupert Graves,1089
James Schamus,Tracy Letts,1090
Jane Campion,Geneviève Lemon,1091
Jason Reitman,Todd Louiso,1092
Jean-Jacques Annaud,Clemens Schick,1093
Jean-Luc Godard,Graziella Galvani,1094
Jean-Marc Vallée,Denis O'Hare,1095
Jean-Pierre Jeunet,Albert Dupontel,1096
Jehane Noujaim,Aida Elkashef,1097
Je-kyu Kang,Dong-gun Jang,1098
Jerome Robbins,Richard Beymer,1099
Jessie Nelson,Richard Schiff,1100
Joe Wright,Brenda Blethyn,1101
Joe Wright,Simon Woods,1102
John Cameron Mitchell,Andrea Martin,1103
John Carney,Darren Healy,1104
John Cromwell,Ronald Colman,1105
John Ford,Vera Miles,1106
John Ford,Barry Fitzgerald,1107
John G. Avildsen,Carl Weathers,1108
John Lee Hancock,Kim Dickens,1109
John Sayles,Miriam Colon,1110
John Schlesinger,John McGiver,1111
John Singleton,Na'Blonka Durden,1112
John Sturges,Gordon Jackson,1113
Jon Favreau,Garry Shandling,1114
Jon Favreau,Garry Shandling,1115
Jonathan Dayton,Jill Talley,1116
Jonathan Demme,Anthony Heald,1117
Jonathan Demme,Jason Robards,1118
Jonathan Frakes,Jonathan Frakes,1119
Jonathan Levine,Bryce Dallas Howard,1120
Jorge Ramírez Suárez,Arcelia Ramírez,1121
José Padilha,André Ramiro,1122
Josh Boone,Nat Wolff,1123
Juan José Campanella,Guillermo Francella,1124
Julian Schnabel,Isaach De Bankolé,1125
Karan Johar,Christopher B. Duncan,1126
Kathryn Bigelow,Brian Geraghty,1127
Kay Pollak,Nils-Anders Vallgårda,1128
Ken Annakin,Eddie Albert,1129
Kenneth Branagh,Richard Briers,1130
Kenneth Branagh,Danny Webb,1131
Kenneth Branagh,Richard Briers,1132
Kenneth Lonergan,Gaby Hoffmann,1133
Kevin Costner,Maury Chaykin,1134
Kevin Macdonald,Abby Mukiibi Nkaaga,1135
Kevin Macdonald,Joe Simpson,1136
Kevin Reynolds,Michael Wincott,1137
Kimberly Peirce,Jeannetta Arnette,1138
King Vidor,Claire Adams,1139
Lance McDaniel,Lymari Nadal,1140
Lars von Trier,Björk,1141
Lasse Hallström,Joan Allen,1142
Lasse Hallström,Kevin Tighe,1143
Lenny Abrahamson,Cas Anvar,1144
Lukas Moodysson,Lyubov Agapova,1145
M. Night Shyamalan,Olivia Williams,1146
Majid Majidi,Mohammad Amir Naji,1147
Marc Forster,Danny Rhodes,1148
Marc Forster,Kelly Macdonald,1149
Marc Forster,Khalid Abdalla,1150
Marc Webb,Zooey Deschanel,1151
Mark Herman,Cara Horgan,1152
Mark Osborne,Mackenzie Foy,1153
Martin McDonagh,Eric Godon,1154
Martin Ritt,Whit Bissell,1155
Martin Scorsese,Jon Favreau,1156
Martin Scorsese,Ray Winstone,1157
Martin Scorsese,Kevin Pollak,1158
Martin Scorsese,Paul Sorvino,1159
Martin Scorsese,Frank Vincent,1160
Martin Scorsese,Roberts Blossom,1161
Martin Scorsese,Peter Boyle,1162
Mary Harron,Samantha Mathis,1163
Matt Reeves,Kodi Smit-McPhee,1164
Mel Gibson,James Robinson,1165
Mel Gibson,Jonathan Brewer,1166
Michael Cimino,John Savage,1167
Michael Curtiz,Conrad Veidt,1168
Michael Haneke,Leonie Benesch,1169
Michael Haneke,Jean-Louis Trintignant,1170
Michael Mann,Debi Mazar,1171
Michael Mann,Debi Mazar,1172
Michael Mann,Eric Schweig,1173
Michael McGowan,Gordon Pinsent,1174
Michael Moore,Bill Clinton,1175
Michael Moore,Bill Clinton,1176
Michael Roemer,Ivan Dixon,1177
Michel Gondry,Tom Wilkinson,1178
Michel Hazanavicius,Beth Grant,1179
Mike Figgis,Julian Sands,1180
Mike Leigh,Imelda Staunton,1181
Mike Leigh,Gary McDonald,1182
Mike Newell,Anne Heche,1183
Mike van Diem,Hans Kesting,1184
Milos Forman,Tom Hulce,1185
Milos Forman,Louise Fletcher,1186
Mira Nair,Tabu,1187
Morten Tyldum,Allen Leech,1188
Morten Tyldum,Julie R. Ølgaard,1189
Moustapha Akkad,John Gielgud,1190
Neil Burger,Jake Wood,1191
Neil Burger,Jake Wood,1192
Neil Jordan,Kirsten Dunst,1193
Nick Cassavetes,Gena Rowlands,1194
Nicolas Winding Refn,Russ Tamblyn,1195
Niki Caro,Tammy Davis,1196
Norman Jewison,Deborah Kara Unger,1197
Norman Jewison,Rosalind Harris,1198
Oliver Hirschbiegel,Alexandra Maria Lara,1199
Oliver Stone,Cheryl Penland,1200
Oliver Stone,Kevin Dillon,1201
Orson Welles,Ted de Corsia,1202
Paolo Sorrentino,Serena Grandi,1203
Paul Greengrass,Michael Chernus,1204
Paul Greengrass,Susan Blommaert,1205
Paul Greengrass,Tim Pigott-Smith,1206
Paul Haggis,Jennifer Esposito,1207
Paul Haggis,Jennifer Esposito,1208
Paul McGuigan,Dorian Missick,1209
Paul McGuigan,Dorian Missick,1210
Paul Thomas Anderson,Jim Meskimen,1211
Paul Thomas Anderson,Kevin Breznahan,1212
Paul Thomas Anderson,Nina Hartley,1213
Paul Verhoeven,Christian Berkel,1214
Pedro Almod�var,Antonio de la Torre,1215
Pete Docter,Phyllis Smith,1216
Peter Berg,Dan Bilzerian,1217
Peter H. Hunt,Howard Caine,1218
Peter Jackson,Billy Boyd,1219
Peter Jackson,Billy Boyd,1220
Peter Weir,Peter Krause,1221
Peter Weir,Kurtwood Smith,1222
Petter Næss,Sven Nordin,1223
Philip Kaufman,Sam Shepard,1224
Philip Saville,Scott Handy,1225
Quentin Tarantino,Ato Essandoh,1226
Quentin Tarantino,Christoph Waltz,1227
Quentin Tarantino,Zoë Bell,1228
Quentin Tarantino,Michael Bowen,1229
Quentin Tarantino,Chris Penn,1230
Raja Menon,Purab Kohli,1231
Rajkumar Hirani,Jimmy Shergill,1232
Rakeysh Omprakash Mehra,Madhavan,1233
Ralph Ziman,Robert Hobbs,1234
Richard Attenborough,John Gielgud,1235
Richard Brooks,Will Geer,1236
Richard Brooks,Jack Carson,1237
Richard Brooks,Edward Andrews,1238
Richard Curtis,Kris Marshall,1239
Richard Curtis,Lindsay Duncan,1240
Richard Kelly,James Duval,1241
Richard Linklater,Libby Villari,1242
Richard Linklater,Athina Rachel Tsangari,1243
Richard Linklater,Dominik Castell,1244
Richard Linklater,Marie Pillet,1245
Richard Schenkman,David Lee Smith,1246
Ridley Scott,Benedict Wong,1247
Ridley Scott,Oliver Reed,1248
Ridley Scott,RZA,1249
Ridley Scott,Ewen Bremner,1250
Ritesh Batra,Lillete Dubey,1251
Rob Reiner,Kevin Pollak,1252
Rob Reiner,Harley Jane Kozak,1253
Rob Reiner,Aidan Quinn,1254
Rob Reiner,Casey Siemaszko,1255
Robert Mulligan,William Windom,1256
Robert Redford,Judd Hirsch,1257
Robert Rossen,Murray Hamilton,1258
Robert Wise,Nicholas Hammond,1259
Robert Zemeckis,Nick Searcy,1260
Robert Zemeckis,Sam Anderson,1261
Roger Allers,Niketa Calame,1262
Roger Donaldson,Craig Hall,1263
Roman Polanski,Ed Stoppard,1264
Roman Polanski,Charles Grodin,1265
Ron Howard,Rosemarie DeWitt,1266
Ron Howard,Judd Hirsch,1267
Ron Howard,Kathleen Quinlan,1268
Ron Howard,Alexandra Maria Lara,1269
Ron Howard,Oliver Platt,1270
Ron Maxwell,James Patrick Stuart,1271
Rupert Wyatt,Tyler Labine,1272
Ryan Coogler,Graham McTavish,1273
S.S. Rajamouli,Prabhas,1274
Sadyk Sher-Niyaz,Mirlan Abdulayev,1275
Sam Mendes,Liam Aiken,1276
Sam Mendes,Ara Celi,1277
Scott Hicks,Nicholas Bell,1278
Scott Smith,Crystal Lowe,1279
Sean Penn,Hal Holbrook,1280
Sergio Leone,Treat Williams,1281
Sergio Leone,Aldo Sambrell,1282
Shane Meadows,Shane Meadows,1283
Shane Meadows,Jack O'Connell,1284
Shane Meadows,George Newton,1285
Sharon Greytak,Elaine Bromka,1286
Shona Auerbach,Jack McElhone,1287
Sidney Lumet,Jack Warden,1288
Sidney Lumet,William Holden,1289
Sofia Coppola,Catherine Lambert,1290
Spike Jonze,Matt Letscher,1291
Spike Jonze,Roger Willie,1292
Spike Jonze,Mary Kay Place,1293
Spike Lee,Peter Gerety,1294
Spike Lee,Al Freeman Jr.,1295
Spike Lee,Danny Aiello,1296
Spike Lee,Aaron Stanford,1297
Stéphane Aubier,Lambert Wilson,1298
Stanley Kramer,Spencer Tracy,1299
Stanley Kubrick,Lois Maxwell,1300
Stanley Kubrick,Joe Turkel,1301
Stanley Kubrick,Hardy Krager,1302
Stanley Kubrick,Lois Maxwell,1303
Stephen Chbosky,Kate Walsh,1304
Stephen Daldry,Susanne Lothar,1305
Stephen Daldry,Miranda Richardson,1306
Stephen Daldry,Jamie Draven,1307
Stephen Frears,Swoosie Kurtz,1308
Stephen Frears,Lisa Bonet,1309
Stephen Frears,Swoosie Kurtz,1310
Stephen Frears,Peter Hermann,1311
Steve James,Isiah Thomas,1312
Steve McQueen,Taran Killam,1313
Steven Soderbergh,James Lew,1314
Steven Spielberg,Mathieu Amalric,1315
Steven Spielberg,Matt Damon,1316
Steven Spielberg,Jennifer Garner,1317
Steven Spielberg,Amy Ryan,1318
Steven Spielberg,Melinda Dillon,1319
Steven Spielberg,Dana Ivey,1320
Steven Spielberg,Murray Hamilton,1321
Sylvain Chomet,Béatrice Bonifassi,1322
Tate Taylor,Mike Vogel,1323
Taylor Hackford,Harry Lennix,1324
Taylor Hackford,Raymond Cruz,1325
Ted Demme,Jordi Mollà,1326
Ted Kotcheff,Chris Mulkey,1327
Ted Kotcheff,Chris Mulkey,1328
Terrence Malick,Dash Mihok,1329
Terrence Malick,Richard Libertini,1330
Terry George,Hakeem Kae-Kazim,1331
Terry Gilliam,Harry Shearer,1332
Terry Gilliam,Ellen Barkin,1333
Terry Gilliam,Jim Broadbent,1334
Thea Sharrock,Brendan Coyle,1335
Thomas Vinterberg,Hana Shuan,1336
Thomas Vinterberg,Trine Dyrholm,1337
Tim Burton,Albert Finney,1338
Tim Burton,Martin Landau,1339
Tim McCanlies,Emmanuelle Vaugier,1340
Tim Robbins,Robert Prosky,1341
Todd Field,Jane Adams,1342
Todd Solondz,Dylan Baker,1343
Tom Ford,Keri Lynn Pratt,1344
Tom Hooper,Anne Hathaway,1345
Tom Hooper,Derek Jacobi,1346
Tom Hooper,Maurice Roëves,1347
Tom McCarthy,Brian d'Arcy James,1348
Tom McCarthy,Paula Garcés,1349
Tom Tykwer,Armin Rohde,1350
Tony Kaye,Stacy Keach,1351
Tony Scott,Giancarlo Giannini,1352
Tony Scott,Michael Rapaport,1353
Vadim Perelman,Ron Eldard,1354
Victor Fleming,Thomas Mitchell,1355
Vincent Paronnaud,Danielle Darrieux,1356
Walter Salles,Othon Bastos,1357
Wes Anderson,F. Murray Abraham,1358
Wes Anderson,Seymour Cassel,1359
Wes Anderson,Bob Balaban,1360
Wes Anderson,Olivia Williams,1361
William Friedkin,Amidou,1362
William Friedkin,Tony Lo Bianco,1363
William Friedkin,Tony Lo Bianco,1364
William Wyler,Dana Andrews,1365
Wolfgang Becker,Burghart Klautner,1366
Wolfgang Petersen,Herbert Granemeyer,1367
Woody Allen,Penelope Wilton,1368
Yash Chopra,Anupam Kher,1369
Yimou Zhang,Shigeo Kobayashi,1370
Yimou Zhang,Zhengyong Zhang,1371
Zach Braff,Jill Flint,1372
Zack Snyder,Stephen McHattie,1373
Zack Snyder,Vincent Regan,1374
